HUC8_all,Date,ACRES FTR GEOM,ET VOLUME,EFF VOLUME,CU VOLUME,AW VOLUME,ET RATE,EFF RATE,CU RATE,AW RATE
Alsea (17100205),1984-11-01,22.640984829,0.6742787308484396,0.6742787308484396,0.0,0.0,0.029781333980877938,0.029781333980877938,0.0,0.0
Alsea (17100205),1984-12-01,22.640984829,0.5179683676519907,0.5179683676519907,0.0,0.0,0.022877466310058395,0.022877466310058395,0.0,0.0
Alsea (17100205),1985-01-01,22.640984829,0.547920994419643,0.547920994419643,0.0,0.0,0.024200404644847042,0.024200404644847042,0.0,0.0
Alsea (17100205),1985-02-01,22.640984829,1.3611800566787018,1.3611800566787018,0.0,0.0,0.06012017882434233,0.06012017882434233,0.0,0.0
Alsea (17100205),1985-03-01,22.640984829,2.9989628243194186,2.9989628243194186,0.0,0.0,0.1324572604491196,0.1324572604491196,0.0,0.0
Alsea (17100205),1985-04-01,22.640984829,0.19240726987647672,0.19240726987647672,0.0,0.0,0.008498184656262361,0.008498184656262361,0.0,0.0
Alsea (17100205),1985-05-01,22.640984829,5.8766292230591315,5.8766292230591315,0.0,0.0,0.25955713797095853,0.25955713797095853,0.0,0.0
Alsea (17100205),1985-06-01,22.640984829,9.789657169503684,6.900461421055327,2.8891957484483584,5.778391496896717,0.4323865434053237,0.3047774411392556,0.12760910226606814,0.2552182045321363
Alsea (17100205),1985-07-01,22.640984829,11.127522709086584,1.2627846359450468,9.864738073141536,19.729476146283073,0.4914769738652778,0.05577428038057746,0.43570269348470025,0.8714053869694005
Alsea (17100205),1985-08-01,22.640984829,7.035272041556935,0.5868234283601561,6.448448613196779,12.896897226393557,0.3107317148389108,0.02591863528871393,0.2848130795501969,0.5696261591003938
Alsea (17100205),1985-09-01,22.640984829,4.262325774715143,4.262325774715143,0.0,0.0,0.18825708364309698,0.18825708364309698,0.0,0.0
Alsea (17100205),1985-10-01,22.640984829,2.042020865192228,2.042020865192228,0.0,0.0,0.09019134461751324,0.09019134461751324,0.0,0.0
Alsea (17100205),1985-11-01,8.652282998731156,0.2506220238611875,0.2506220238611875,0.0,0.0,0.028965999366634312,0.028965999366634312,0.0,0.0
Alsea (17100205),1985-12-01,8.652282998731156,0.1012213811573792,0.1012213811573792,0.0,0.0,0.011698806103802103,0.011698806103802103,0.0,0.0
Alsea (17100205),1986-01-01,8.652282998731156,0.1446782567969538,0.1446782567969538,0.0,0.0,0.016721396747906958,0.016721396747906958,0.0,0.0
Alsea (17100205),1986-02-01,8.652282998731156,0.2662031847911456,0.2662031847911456,0.0,0.0,0.03076681435757289,0.03076681435757289,0.0,0.0
Alsea (17100205),1986-03-01,8.652282998731156,1.0605911819955929,1.0605911819955929,0.0,0.0,0.122579344914068,0.122579344914068,0.0,0.0
Alsea (17100205),1986-04-01,8.652282998731156,1.7185005453052284,1.7185005453052284,0.0,0.0,0.19861816188366052,0.19861816188366052,0.0,0.0
Alsea (17100205),1986-05-01,8.652282998731156,2.95110945954957,2.95110945954957,0.0,0.0,0.3410787025785386,0.3410787025785386,0.0,0.0
Alsea (17100205),1986-06-01,8.652282998731156,3.4781811860136207,3.4781811860136207,0.0,0.0,0.4019957722746344,0.4019957722746344,0.0,0.0
Alsea (17100205),1986-07-01,8.652282998731156,2.9986555896386275,2.986410442408547,0.012245147230080633,0.024490294460161266,0.3465739146625666,0.34515866423306996,0.0014152504294966271,0.0028305008589932542
Alsea (17100205),1986-08-01,8.652282998731156,2.4198876585004254,0.0,2.4198876585004254,4.839775317000851,0.2796819820682354,0.0,0.2796819820682354,0.5593639641364708
Alsea (17100205),1986-09-01,8.652282998731156,1.015726669982434,1.015726669982434,0.0,0.0,0.11739406467996814,0.11739406467996814,0.0,0.0
Alsea (17100205),1986-10-01,8.652282998731156,0.8901236006376331,0.8901236006376331,0.0,0.0,0.10287731004269836,0.10287731004269836,0.0,0.0
Alsea (17100205),1986-11-01,22.64098482824663,1.0673293056894564,1.0673293056894564,0.0,0.0,0.047141469939853,0.047141469939853,0.0,0.0
Alsea (17100205),1986-12-01,22.64098482824663,0.6519975404097883,0.6519975404097883,0.0,0.0,0.02879722526894518,0.02879722526894518,0.0,0.0
Alsea (17100205),1987-01-01,22.64098482824663,1.0831721152096228,1.0831721152096228,0.0,0.0,0.04784121024003646,0.04784121024003646,0.0,0.0
Alsea (17100205),1987-02-01,22.64098482824663,1.2707043136476206,1.2707043136476206,0.0,0.0,0.05612407425238432,0.05612407425238432,0.0,0.0
Alsea (17100205),1987-03-01,22.64098482824663,3.4889610836691576,3.4889610836691576,0.0,0.0,0.15409935169058417,0.15409935169058417,0.0,0.0
Alsea (17100205),1987-04-01,22.64098482824663,6.030276296028541,6.030276296028541,0.0,0.0,0.2663433742734211,0.2663433742734211,0.0,0.0
Alsea (17100205),1987-05-01,22.64098482824663,9.27734850394241,9.27734850394241,0.0,0.0,0.4097590530765295,0.4097590530765295,0.0,0.0
Alsea (17100205),1987-06-01,22.64098482824663,9.74437859759036,9.456457821832132,0.2879207757582294,0.5758415515164588,0.43038669349017833,0.41766989791161224,0.012716795578566122,0.025433591157132243
Alsea (17100205),1987-07-01,22.64098482824663,7.193355211607709,5.0820218632114615,2.111333348396247,4.222666696792494,0.31771388330393485,0.2244611664096515,0.09325271689428333,0.18650543378856665
Alsea (17100205),1987-08-01,22.64098482824663,6.7364691413336555,0.2525569178211424,6.483912223512513,12.967824447025025,0.29753428097038054,0.011154855662729625,0.28637942530765087,0.5727588506153017
Alsea (17100205),1987-09-01,22.64098482824663,3.4937238166529734,0.4976857003062056,2.9960381163467678,5.9920762326935355,0.15430971060473678,0.02198162774639108,0.13232808285834569,0.26465616571669137
Alsea (17100205),1987-10-01,22.64098482824663,1.5867241059801656,0.4754012500336491,1.1113228559465165,2.222645711893033,0.07008193848531655,0.020997375054133863,0.049084563431182685,0.09816912686236537
Alsea (17100205),1987-11-01,22.64098482824663,0.3062590046118534,0.3062590046118534,0.0,0.0,0.013526752786379161,0.013526752786379161,0.0,0.0
Alsea (17100205),1987-12-01,22.64098482824663,0.1533921140883844,0.1533921140883844,0.0,0.0,0.00677497534899693,0.00677497534899693,0.0,0.0
Alsea (17100205),1988-01-01,22.64098482824663,0.1354987262641539,0.1354987262641539,0.0,0.0,0.005984665741885365,0.005984665741885365,0.0,0.0
