HUC8_all,Date,ACRES FTR GEOM,ET VOLUME,EFF VOLUME,CU VOLUME,AW VOLUME,ET RATE,EFF RATE,CU RATE,AW RATE
Alsea (17100205),1984-11-01,2480.6034365179994,102.64021172201764,101.88791181034262,0.7522999116750206,1.5045998233500413,0.04137711421785853,0.04107384127200991,0.00030327294584861866,0.0006065458916972373
Alsea (17100205),1984-12-01,2480.6034365179994,83.38569428274388,82.15465901952051,1.231035263223371,2.3713955732722627,0.03361508456175955,0.0331188201266222,0.0004962644351373487,0.0009559752834177192
Alsea (17100205),1985-01-01,2480.6034365179994,88.38417814970542,83.65090341523194,4.733274734473556,9.190497036330795,0.03563011195121518,0.03372199771385141,0.001908114237363797,0.003704944087810913
Alsea (17100205),1985-02-01,2480.6034365179994,175.02378220652614,151.50699258694743,23.5167896195787,46.007132149141825,0.07055693773133098,0.06107666802220367,0.00948026970912731,0.018546750146295702
Alsea (17100205),1985-03-01,2480.603436518,323.1737888736927,318.5122176711104,4.661571202582464,9.156748830200142,0.1302803116838896,0.12840110312763375,0.0018792085562559198,0.003691339250522601
Alsea (17100205),1985-04-01,2480.603436518,45.17679707853949,44.82035506659148,0.3564420119480066,0.7128840238960132,0.018212019064987567,0.018068327410489037,0.0001436916544985284,0.0002873833089970568
Alsea (17100205),1985-05-01,2480.603436518,627.7828966951827,625.8223639300736,1.9605327651089623,3.7648316487246603,0.25307668587946314,0.25228634078187634,0.000790345097586797,0.0015177079872183519
Alsea (17100205),1985-06-01,2480.603436518,1069.0578434828237,796.2255376757893,272.8323058070339,526.9243418696417,0.4309668477213151,0.32098058317352157,0.10998626454779328,0.2124178069386538
Alsea (17100205),1985-07-01,2480.603436518,1207.2189808915805,331.2699494285123,875.949031463069,1709.1544321374045,0.4866634316149068,0.13354409840434345,0.3531193332105637,0.6890075241274876
Alsea (17100205),1985-08-01,2480.603436518,788.2510134987208,175.89748571697476,612.353527781746,1199.6969896310447,0.31776583144832754,0.07090915183278164,0.2468566796155459,0.4836311084511954
Alsea (17100205),1985-09-01,2480.603436518,473.6330960855053,461.33720272426996,12.295893361235722,24.04860371659857,0.1909346286927425,0.1859778132742752,0.004956815418467433,0.009694658711896075
Alsea (17100205),1985-10-01,2480.603436518,275.95441371348187,275.95441371348187,0.0,0.0,0.11124487278016373,0.11124487278016373,0.0,0.0
Alsea (17100205),1985-11-01,2012.3771448069385,72.57802713781145,72.57802713781145,0.0,0.0,0.03606581764511859,0.03606581764511859,0.0,0.0
Alsea (17100205),1985-12-01,2012.3771448069385,21.364240105901757,21.364240105901757,0.0,0.0,0.0106164195717654,0.0106164195717654,0.0,0.0
Alsea (17100205),1986-01-01,2012.3771448069385,50.02856453577919,50.02856453577919,0.0,0.0,0.024860431686416704,0.024860431686416704,0.0,0.0
Alsea (17100205),1986-02-01,2012.3771448069385,84.2046130428506,84.2046130428506,0.0,0.0,0.041843355883933446,0.041843355883933446,0.0,0.0
Alsea (17100205),1986-03-01,2012.3771448069385,305.78687138295146,305.37434498774854,0.41252639520288936,0.7338286636169908,0.15195306315819232,0.15174806858435338,0.00020499457383892417,0.00036465762171404115
Alsea (17100205),1986-04-01,2012.3771448069385,421.54837881399453,420.25122189795087,1.2971569160436383,2.413108607594403,0.2094778207463873,0.20883323137635243,0.0006445893700348518,0.0011991333800533248
